Tiếng Việt,Code-mixed,label
gia đình tôi có ăn bufe tại khách sạn thì rât vừa lòng,my family có ăn bufe tại hotel thì rât vừa lòng,positive
các con tôi bảo rằng lần sau vào sài gòn me chỉ đăt khách sạn này thôi nhé,các con tôi bảo rằng lần sau vào sài gòn me chỉ book hotel này thôi nhé,positive
khách sạn ở vị trí thật tuyệt vời,khách sạn located vị trí thật tuyệt vời,positive
rất trung tâm và tiện cho việc mua sắm ăn uống và tham quan,rất central and tiện cho việc mua sắm eat và drink và tham quan,positive
nhất định tôi sẽ quay lại khách sạn nayf,nhất định tôi sẽ come back khách sạn nayf,positive
khách sạn đáng yêu với thái độ phục vụ niềm nở phòng ở sạch sẽ khang trang,lovely hotel với service attitudes niềm nở phòng ở sạch sẽ khang trang,positive
rất nhiều thú vị trong suốt thời gian lưu nghỉ tại ks,a lot thú vị trong suốt thời gian lưu nghỉ tại ks,positive
caravelle một kỷ niệm đáng nhớ trong chuyến nghỉ ngơi này sẽ trở lại trong lần nghỉ tới,caravelle một memory đáng nhớ trong chuyến nghỉ ngơi này sẽ trở lại trong lần nghỉ tới,positive
cảm ơn agoda đã có những rate ưu đãi,cảm ơn agoda đã có những rate ưu đãi,positive
chỉ sử dụng phòng để nghỉ sau ngày làm việc nên chỉ cảm nhận thấy dịch vụ ở đây tốt địa điểm thuận lợi có đầy đủ,chỉ sử dụng phòng để nghỉ sau working days nên chỉ cảm nhận thấy dịch vụ ở đây tốt địa điểm thuận lợi có full,positive
khách sạn caravelle là một khách sạn 5 sao nhưng là một khách sạn 5 sao cũ của sài gòn cũ và tp hồ chí minh ngày nay,khách sạn caravelle là a hotel 5 sao nhưng là a hotel 5 sao cũ của sài gòn cũ và tp hồ chí minh ngày nay,neutral
khách sạn có đầy đủ các tiêu chuẩn của một khách sạn 5 sao,hotel has adequate các tiêu chuẩn của a hotel 5 sao,positive
bữa ăn buffet buổi sáng cũng nhiều thức ăn ngon,bữa buffet buổi sáng cũng many food. ngon,positive
ưu điểm lớn nhất của khách sạn caravelle là nằm chính tại trung tâm tp hồ chí minh gần các trung tâm thương mại lớn các quán ăn ngon tại quận i,ưu điểm lớn nhất of the hotel caravelle là nằm chính tại central tp hồ chí minh gần các commercial centers lớn các quán ăn ngon tại quận i,positive
ưu điểm nữa là khách sạn có view rất đẹp khi ngắm tp hồ chí minh từ trên cao,ưu điểm nữa là hotel has view rất đẹp khi ngắm tp hồ chí minh từ trên cao,positive
nhược điểm là giá khá đắt nếu so với một khách sạn 5 sao,disadvantages là giá khá đắt nếu so với a hotel 5 sao,negative
quản lý khách ra vào thàng máy khách sạn bằng thẻ từ chìa khoá là vấn đề rất cần thiết,quản lý khách ra vào hotel elevator bằng thẻ từ chìa khoá là vấn đề rất necessary,neutral
nhưng không nên quá chặt chẽ đến mức tôi không thể lên các tầng khác để thăm người cùng đoàn như vậy rất bât tiện,nhưng không nên quá rigid đến mức tôi không thể lên các tầng khác để thăm người cùng đoàn như vậy rất inconvenience,negative
thời gian 02 ngày của tôi ở century riverside hue hotel rất thoải mái,thời gian 02 ngày của tôi ở century riverside hue hotel very comfortable.,positive
tuy nhiên các bạn cần cân nhắc khi ăn sáng ở khách sạn món ăn rất ít và nghèo nàn,tuy nhiên you guys cần cân nhắc khi ăn sáng ở khách sạn món ăn rất little and poor,negative
có thể ăn ở khu vực xung quanh rất nhiều món ăn ngon,maybe ăn ở khu vực xung quanh a lot món ăn ngon,neutral
gần trung tâm nên tiện đi lại mua sắm ăn uống,near the center nên tiện đi lại mua sắm ăn uống,neutral
tuy nhiên thiết bị trong phòng cũ phòng tắm quá bé nên ko thoải mái lắm,tuy nhiên thiết bị trong phòng cũ bathroom quá bé nên uncomfortable lắm,negative
thoải mái dễ chịu,thoải mái pleasant,positive
phong cảnh được,scenery được,positive
rộng rãi không ồn ào,rộng rãi không noise,positive
vườn và bể bơi được,garden and swimming pool được,positive
tuy nhiên nhiều chỗ còn đang sửa chữa,tuy nhiên nhiều chỗ còn are repairing,negative
phong không được đẹp tuy nhiên view ra sông hương tốt,phong không được đẹp tuy nhiên view ra sông hương tốt,neutral
ks này ở tạm được không có bể bơi cho trẻ em gửi ô tô mất tiền,ks này ở tạm được không có swimming pools for children gửi ô tô mất tiền,neutral
nội thất và trang thiết bị hơi cũ không xứng tầm với khách sạn tiêu chuẩn 4 sao,nội thất và trang thiết bị hơi old không xứng tầm với khách sạn standard 4 sao,negative
khách sạn không bố trí chỗ gửi xe miễn phí cho du khách,hotel not bố trí chỗ gửi xe miễn phí cho du khách,negative
khách sạn có vị trí đẹp nhưng nhân viên lễ tân giao tiếp còn kém đồ ăn sáng thường,the hotel has location đẹp nhưng nhân viên lễ tân giao tiếp còn kém đồ ăn sáng normal,neutral
nhìn chung nghỉ ở khách sạn này rất tốt giá khuyến mại hấp dẫn,nhìn chung nghỉ ở this hotel rất tốt attractive promotional prices,positive
tuy nhiên dịch vụ mát sa thì hơi buồn,tuy nhiên dịch vụ massage thì hơi sad,negative
hình như nhân viên không được đào tạo bài bản về mát sa nên tôi thấy làm cho khách không đạt yêu cầu,hình như nhân viên không được training bài bản về massage nên tôi thấy làm for guests không đạt yêu cầu,negative
kỳ nghỉ thư giãn đắm mình trong không gian văn hoá của kinh đô xưa,kỳ nghỉ thư giãn đắm mình trong culture space của kinh đô xưa,positive
khách sạn tốt ở khung trung tâm,good hotel ở central frame,positive
trước ks có mấy bác xích lô rất dễ thương,trước ks có mấy bác xích lô rất cute,positive
gần sk có book bán city tour khá rẻ và cả vé open tour đi các điểm lân cận như đà nẵng hội an phong nha giá cũng rẻ nốt,gần sk có book bán city tour khá rẻ và cả vé open tour đi các điểm lân cận như đà nẵng hội an phong nha giá cũng rẻ nốt,positive
nếu đi đông nên bao nguyên tàu nghe ca huế tránh trường hợp bực mình vì những vị khách thiếu ý thức,nếu đi đông nên bao nguyên tàu nghe ca huế tránh trường hợp bực mình vì những vị khách lack of consciousness,neutral
spa của khách sạn hơi tệ,spa of the hotel hơi tệ,negative
nghỉ tại khách sạn century riverside hue hotel thất tuyệt vì khách sạn rất chu đáo trong việc chuẩn bị và chào đón khách có hoa chúc mừng hooneymon trong phòng khi khác tới ở,nghỉ at the hotel century riverside hue hotel thất tuyệt vì the hotel is very attentive. trong việc chuẩn bị và chào đón khách có hoa chúc mừng hooneymon trong phòng khi khác tới ở,positive
kỳ nghỉ tốt thuận tiện cho việc đi du lịch các địa điểm tại huế,kỳ nghỉ tốt convenient for việc đi traveling the various địa điểm tại huế,positive
rất tốt,rất good,positive
thoải mái khi ở tại khách sạn này,thoải mái khi ở at this hotel.,positive
có một điểm cần cải thiện là khách sạn hiện không có nhà gửi xe có mái che xe hơi để ngoài trời buổi nắng nóng như lò sấy,có một điểm cần improve là khách sạn hiện không có parking garage có mái che xe hơi để ngoài trời buổi nắng nóng như lò sấy,negative
khách sạn phục vụ tốt tuy nhiên phòng ốc và cơ sở vật chất đã cũ và ko đc bảo trì thường xuyên có phần hơi xuống cấp,hotel served well tuy nhiên room and facilities đã cũ và ko đc bảo trì thường xuyên có phần hơi xuống cấp,neutral
bữa sáng tẻ nhạt,bữa sáng tedious,negative
bể bơi ko có nhân viên cứu hộ ko có saunna và dv đi kèm,bể bơi ko có lifeguard ko có saunna và dv đi kèm,negative
bar kém,bar low quality,negative
chúng tôi đã có kỳ nghỉ tương đối hợp lý tại khách sạn này,chúng tôi đã có  một vacation tương đối hợp lý at this hotel.,positive
tuy nhiên phần nội thất của khách sạn đã cũ mà chưa được thay nền hồ bơi đã bị bong gạch chưa được lát lại,tuy nhiên phần nội thất of the hotel đã cũ mà chưa được thay nền hồ bơi đã bị bong brick chưa được lát lại,negative
hồ bơi của khách sạn hơi nhỏ theo chúng tôi với quy mô 4 sao thì nên sửa lại hồ bơi có thêm phần hồ bơi sục,swimming pool của khách sạn hơi nhỏ theo chúng tôi với quy mô 4 sao thì nên fix lại swimming pool có thêm phần hồ bơi sục,negative
khách sạn có ưu điểm là được đặt tại vị trí đẹp sát cạnh sông hương có sân trước rộng chỗ để xe ô tô thuận tiện,hotel có advantage là được đặt tại vị trí đẹp sát cạnh sông hương có sân trước wide chỗ để xe ô tô convenient,positive
nhà hàng của khách sạn nấu ăn ngon gia đình tôi có con nhỏ đặt ăn cháo của khách sạn rất phù hợp,nhà hàng của hotel nấu ăn ngon my family có con nhỏ đặt ăn cháo của the hotel rất phù hợp,positive
ngoài ra đội xe của khách sạn cũng tốt giúp chúng tôi đi tham quan thành phố huế chu đáo,ngoài ra fleet of vehicles cyar khách sạn cũng tốt giúp chúng tôi đi tham quan thành phố huế throughtful,positive
khách sạn nằm ở vị trí thuận tiện mặt đường lê lợi ngay trục trung tâm,hotel located ở vị trí thuận tiện mặt đường lê lợi ngay axis center,positive
sau lưng là bến thuyền đi nghe ca huế,sau lưng là boat dock đi nghe ca huế,neutral
phòng đẹp tiện nghi tuy nhiên không sử dụng được bồn tắm kháh sạn hạn chế chắc để tiết kiệm nước sinh hoạt,beautiful room tiện nghi tuy nhiên không sử dụng được bồn tắm kháh sạn hạn chế chắc để tiết kiệm nước sinh hoạt,neutral
bữa sáng không phong phú dơn giản,bữa sáng không abundant simple,negative
nhà hàng đẹp nằm sát sông,beautiful restaurant lying sát sông,positive
bể bơi hơi nhỏ,bể bơi small,negative
khách sạn có view đẹp nhân viên phục vụ nhiệt tình chu đáo,hotel có view đẹp service staff chu đáo,positive
tuy nhiên phòng khách sạn hơi cũ 3 ổ cắm điện không hoạt động vòi nước chảy bé card phòng hay bị lỗi tháng máy lỗi thời rất chậm,tuy nhiên hotel room hơi cũ 3 ổ cắm điện không hoạt động vòi nước chảy bé card phòng hay bị lỗi tháng máy obsolete rất chậm,negative
gia đình tôi đã có một kỹ nghỉ thoải mái tại đây khách sạn tương đối cũ nhưng sạch sẽ đặc biệt địa điểm rất tuyệt nằm ngay bên bờ sông hương gần cầu tràng tiền gần khu phố đêm,my family đã có một kỹ nghỉ blissful tại đây relative hotel cũ nhưng sạch sẽ đặc biệt địa điểm rất tuyệt nằm ngay bên bờ sông hương gần cầu tràng tiền gần khu phố đêm,positive
nhân viên khách sạn thân thiện và nhiệt tình đáp ứng nhanh,hotel staff friendly và nhiệt tình đáp ứng nhanh,positive
